Day - Draw, Date, Pick 3, Pick 4
FRI - MID, 12/14/2012,806,3132
FRI - EVE, 12/14/2012,89,3942
SAT - MID, 12/15/2012,304,5897
SAT - EVE, 12/15/2012,685,9262
SUN - MID, 12/16/2012,340,1649
SUN - EVE, 12/16/2012,887,638
MON - MID, 12/17/2012,219,2570
MON - EVE, 12/17/2012,178,8628
TUE - MID, 12/18/2012,211,3329
TUE - EVE, 12/18/2012,448,5727
WED - MID, 12/19/2012,600,7423
WED - EVE, 12/19/2012,286,870
THU - MID, 12/20/2012,384,5616
THU - EVE, 12/20/2012,923,8673
FRI - MID, 12/21/2012,73,9735
FRI - EVE, 12/21/2012,408,2352
SAT - MID, 12/22/2012,125,6197
SAT - EVE, 12/22/2012,294,6968
SUN - MID, 12/23/2012,63,8071
SUN - EVE, 12/23/2012,65,545
MON - MID, 12/24/2012,301,7704
MON - EVE, 12/24/2012,821,7075
TUE - MID, 12/25/2012,384,5535
TUE - EVE, 12/25/2012,59,3101
WED - MID, 12/26/2012,936,4873
WED - EVE, 12/26/2012,112,476
THU - MID, 12/27/2012,343,8063
THU - EVE, 12/27/2012,920,6100
FRI - MID, 12/28/2012,773,1583
FRI - EVE, 12/28/2012,365,3755
SAT - MID, 12/29/2012,726,9489
SAT - EVE, 12/29/2012,757,6606
SUN - MID, 12/30/2012,763,5347
SUN - EVE, 12/30/2012,624,7259
MON - MID, 12/31/2012,311,9936
MON - EVE, 12/31/2012,521,3717
TUE - MID, 1/1/2013,473,686
TUE - EVE, 1/1/2013,639,8213
WED - MID, 1/2/2013,875,9055
WED - EVE, 1/2/2013,340,3113
THU - MID, 1/3/2013,603,4290
THU - EVE, 1/3/2013,672,6160
FRI - MID, 1/4/2013,421,6861
FRI - EVE, 1/4/2013,532,5268
SAT - MID, 1/5/2013,903,3516
SAT - EVE, 1/5/2013,218,3379
SUN - MID, 1/6/2013,228,5886
SUN - EVE, 1/6/2013,919,2841
MON - MID, 1/7/2013,548,8615
MON - EVE, 1/7/2013,823,9488
TUE - MID, 1/8/2013,766,3943
TUE - EVE, 1/8/2013,499,1977
WED - MID, 1/9/2013,466,8101
WED - EVE, 1/9/2013,176,9393
THU - MID, 1/10/2013,187,6928
THU - EVE, 1/10/2013,960,4906
FRI - MID, 1/11/2013,780,7446
FRI - EVE, 1/11/2013,749,2000
SAT - MID, 1/12/2013,630,1094
SAT - EVE, 1/12/2013,287,3999
SUN - MID, 1/13/2013,406,7391
SUN - EVE, 1/13/2013,214,1063
MON - MID, 1/14/2013,306,143
MON - EVE, 1/14/2013,170,1164
TUE - MID, 1/15/2013,442,2940
TUE - EVE, 1/15/2013,766,9878
WED - MID, 1/16/2013,695,5559
WED - EVE, 1/16/2013,819,4559
THU - MID, 1/17/2013,920,9821
THU - EVE, 1/17/2013,668,5395
FRI - MID, 1/18/2013,749,5890
FRI - EVE, 1/18/2013,217,1606
SAT - MID, 1/19/2013,38,1127
SAT - EVE, 1/19/2013,113,8749
SUN - MID, 1/20/2013,828,3258
SUN - EVE, 1/20/2013,371,2465
MON - MID, 1/21/2013,90,2452
MON - EVE, 1/21/2013,186,3457
TUE - MID, 1/22/2013,592,7506
TUE - EVE, 1/22/2013,702,3785
WED - MID, 1/23/2013,280,4752
WED - EVE, 1/23/2013,944,9682
THU - MID, 1/24/2013,619,9362
THU - EVE, 1/24/2013,894,8562
FRI - MID, 1/25/2013,515,3908
FRI - EVE, 1/25/2013,546,1100
SAT - MID, 1/26/2013,853,8838
SAT - EVE, 1/26/2013,610,6322
SUN - MID, 1/27/2013,565,7164
SUN - EVE, 1/27/2013,304,4219
MON - MID, 1/28/2013,969,3383
MON - EVE, 1/28/2013,356,3209
TUE - MID, 1/29/2013,309,8844
TUE - EVE, 1/29/2013,783,1750
WED - MID, 1/30/2013,948,9338
WED - EVE, 1/30/2013,675,1566
THU - MID, 1/31/2013,285,6430
THU - EVE, 1/31/2013,528,6397
FRI - MID, 2/1/2013,283,5864
FRI - EVE, 2/1/2013,148,5636
SAT - MID, 2/2/2013,964,9649
SAT - EVE, 2/2/2013,558,921
SUN - MID, 2/3/2013,787,3018
SUN - EVE, 2/3/2013,693,8090
MON - MID, 2/4/2013,366,8732
MON - EVE, 2/4/2013,414,6355
TUE - MID, 2/5/2013,474,2641
TUE - EVE, 2/5/2013,485,5572
WED - MID, 2/6/2013,539,9177
WED - EVE, 2/6/2013,928,7791
THU - MID, 2/7/2013,530,9239
THU - EVE, 2/7/2013,102,4882
FRI - MID, 2/8/2013,349,9433
FRI - EVE, 2/8/2013,669,1989
SAT - MID, 2/9/2013,335,2637
SAT - EVE, 2/9/2013,410,8655
SUN - MID, 2/10/2013,813,1646
SUN - EVE, 2/10/2013,14,4814
MON - MID, 2/11/2013,795,5152
MON - EVE, 2/11/2013,308,1752
TUE - MID, 2/12/2013,690,1639
TUE - EVE, 2/12/2013,593,3438
WED - MID, 2/13/2013,492,2960
WED - EVE, 2/13/2013,244,167
THU - MID, 2/14/2013,131,3866
THU - EVE, 2/14/2013,166,6090
FRI - MID, 2/15/2013,875,3561
FRI - EVE, 2/15/2013,268,2277
SAT - MID, 2/16/2013,45,4768
SAT - EVE, 2/16/2013,266,8
SUN - MID, 2/17/2013,236,1662
SUN - EVE, 2/17/2013,791,8148
MON - MID, 2/18/2013,919,72
MON - EVE, 2/18/2013,676,9023
TUE - MID, 2/19/2013,160,6887
TUE - EVE, 2/19/2013,275,3832
WED - MID, 2/20/2013,177,7902
WED - EVE, 2/20/2013,578,5243
THU - MID, 2/21/2013,190,2123
THU - EVE, 2/21/2013,360,9699
FRI - MID, 2/22/2013,588,1144
FRI - EVE, 2/22/2013,977,1206
SAT - MID, 2/23/2013,799,8513
SAT - EVE, 2/23/2013,347,7572
SUN - MID, 2/24/2013,863,4784
SUN - EVE, 2/24/2013,831,9260
MON - MID, 2/25/2013,993,7758
MON - EVE, 2/25/2013,233,1631
TUE - MID, 2/26/2013,267,3728
TUE - EVE, 2/26/2013,971,8810
WED - MID, 2/27/2013,829,140
WED - EVE, 2/27/2013,676,2902
THU - MID, 2/28/2013,174,7936
THU - EVE, 2/28/2013,54,7769
FRI - MID, 3/1/2013,609,2040
FRI - EVE, 3/1/2013,413,5137
SAT - MID, 3/2/2013,786,4236
SAT - EVE, 3/2/2013,51,6249
SUN - MID, 3/3/2013,597,1821
SUN - EVE, 3/3/2013,998,3493
MON - MID, 3/4/2013,717,6615
MON - EVE, 3/4/2013,704,6722
TUE - MID, 3/5/2013,55,4304
TUE - EVE, 3/5/2013,247,6724
WED - MID, 3/6/2013,832,5514
WED - EVE, 3/6/2013,805,7034
THU - MID, 3/7/2013,714,1298
THU - EVE, 3/7/2013,373,5578
FRI - MID, 3/8/2013,207,3895
FRI - EVE, 3/8/2013,464,2424
SAT - MID, 3/9/2013,526,2564
SAT - EVE, 3/9/2013,150,8168
SUN - MID, 3/10/2013,818,3865
SUN - EVE, 3/10/2013,344,1897
MON - MID, 3/11/2013,902,8392
MON - EVE, 3/11/2013,736,1282
TUE - MID, 3/12/2013,421,4348
TUE - EVE, 3/12/2013,135,1949
WED - MID, 3/13/2013,79,4886
WED - EVE, 3/13/2013,286,314
THU - MID, 3/14/2013,289,5615
THU - EVE, 3/14/2013,919,7539
FRI - MID, 3/15/2013,621,7950
FRI - EVE, 3/15/2013,30,5806
SAT - MID, 3/16/2013,402,1453
SAT - EVE, 3/16/2013,922,8106
SUN - MID, 3/17/2013,64,8344
SUN - EVE, 3/17/2013,618,425
MON - MID, 3/18/2013,541,3831
MON - EVE, 3/18/2013,722,6596
TUE - MID, 3/19/2013,166,3793
TUE - EVE, 3/19/2013,656,1466
WED - MID, 3/20/2013,711,3742
WED - EVE, 3/20/2013,228,3764
THU - MID, 3/21/2013,388,2194
THU - EVE, 3/21/2013,127,7747
FRI - MID, 3/22/2013,20,3733
FRI - EVE, 3/22/2013,659,167
SAT - MID, 3/23/2013,221,765
SAT - EVE, 3/23/2013,905,6049
SUN - MID, 3/24/2013,740,5709
SUN - EVE, 3/24/2013,815,3612
MON - MID, 3/25/2013,271,7504
MON - EVE, 3/25/2013,524,5732
TUE - MID, 3/26/2013,247,887
TUE - EVE, 3/26/2013,900,3832
WED - MID, 3/27/2013,300,2532
WED - EVE, 3/27/2013,562,5966
THU - MID, 3/28/2013,33,9321
THU - EVE, 3/28/2013,682,9580
FRI - MID, 3/29/2013,919,3673
FRI - EVE, 3/29/2013,557,9402
SAT - MID, 3/30/2013,735,1149
SAT - EVE, 3/30/2013,594,2919
SUN - MID, 3/31/2013,309,1392
SUN - EVE, 3/31/2013,756,4021
MON - MID, 4/1/2013,506,8488
MON - EVE, 4/1/2013,897,4230
TUE - MID, 4/2/2013,775,830
TUE - EVE, 4/2/2013,917,8588
WED - MID, 4/3/2013,312,9675
WED - EVE, 4/3/2013,312,9141
THU - MID, 4/4/2013,972,2944
THU - EVE, 4/4/2013,372,1998
FRI - MID, 4/5/2013,224,7042
FRI - EVE, 4/5/2013,405,1226
SAT - MID, 4/6/2013,285,7929
SAT - EVE, 4/6/2013,114,7885
SUN - MID, 4/7/2013,223,6425
SUN - EVE, 4/7/2013,963,7848
MON - MID, 4/8/2013,253,6198
MON - EVE, 4/8/2013,311,9096
TUE - MID, 4/9/2013,132,7570
TUE - EVE, 4/9/2013,484,5395
WED - MID, 4/10/2013,782,8723
WED - EVE, 4/10/2013,855,2602
THU - MID, 4/11/2013,450,7110
THU - EVE, 4/11/2013,831,4729
FRI - MID, 4/12/2013,789,8610
FRI - EVE, 4/12/2013,620,3246
SAT - MID, 4/13/2013,479,1788
SAT - EVE, 4/13/2013,453,2454
SUN - MID, 4/14/2013,289,8003
SUN - EVE, 4/14/2013,87,2426
MON - MID, 4/15/2013,219,7719
MON - EVE, 4/15/2013,863,462
TUE - MID, 4/16/2013,533,5105
TUE - EVE, 4/16/2013,928,4465
WED - MID, 4/17/2013,124,7475
WED - EVE, 4/17/2013,573,6188
THU - MID, 4/18/2013,733,986
THU - EVE, 4/18/2013,599,1347
FRI - MID, 4/19/2013,224,9222
FRI - EVE, 4/19/2013,147,2266
SAT - MID, 4/20/2013,513,3982
SAT - EVE, 4/20/2013,274,5581
SUN - MID, 4/21/2013,374,8283
SUN - EVE, 4/21/2013,926,6725
MON - MID, 4/22/2013,895,441
MON - EVE, 4/22/2013,24,7583
TUE - MID, 4/23/2013,716,5178
TUE - EVE, 4/23/2013,349,9656
WED - MID, 4/24/2013,415,4856
WED - EVE, 4/24/2013,737,9642
THU - MID, 4/25/2013,561,2472
THU - EVE, 4/25/2013,326,157
FRI - MID, 4/26/2013,258,850
FRI - EVE, 4/26/2013,18,6022
SAT - MID, 4/27/2013,339,6202
SAT - EVE, 4/27/2013,391,117
SUN - MID, 4/28/2013,814,2467
SUN - EVE, 4/28/2013,686,1501
MON - MID, 4/29/2013,968,4542
MON - EVE, 4/29/2013,167,1096
TUE - MID, 4/30/2013,52,7494
TUE - EVE, 4/30/2013,788,325
WED - MID, 5/1/2013,981,8027
WED - EVE, 5/1/2013,389,3646
THU - MID, 5/2/2013,218,3484
THU - EVE, 5/2/2013,171,2910
FRI - MID, 5/3/2013,347,9579
FRI - EVE, 5/3/2013,208,6560
SAT - MID, 5/4/2013,74,3257
SAT - EVE, 5/4/2013,858,711
SUN - MID, 5/5/2013,416,1302
SUN - EVE, 5/5/2013,513,8746
MON - MID, 5/6/2013,535,2463
MON - EVE, 5/6/2013,41,4632
TUE - MID, 5/7/2013,615,8304
TUE - EVE, 5/7/2013,508,470
WED - MID, 5/8/2013,979,9991
WED - EVE, 5/8/2013,121,9756
THU - MID, 5/9/2013,190,1612
THU - EVE, 5/9/2013,261,3045
FRI - MID, 5/10/2013,466,6291
FRI - EVE, 5/10/2013,81,8405
SAT - MID, 5/11/2013,759,6180
SAT - EVE, 5/11/2013,381,4902
SUN - MID, 5/12/2013,790,8719
SUN - EVE, 5/12/2013,535,744
MON - MID, 5/13/2013,757,3838
MON - EVE, 5/13/2013,566,1449
TUE - MID, 5/14/2013,439,1484
TUE - EVE, 5/14/2013,343,1576
WED - MID, 5/15/2013,252,2852
WED - EVE, 5/15/2013,527,5028
THU - MID, 5/16/2013,274,7138
THU - EVE, 5/16/2013,500,7831
FRI - MID, 5/17/2013,952,4253
FRI - EVE, 5/17/2013,298,4047
SAT - MID, 5/18/2013,949,4877
SAT - EVE, 5/18/2013,134,6231
SUN - MID, 5/19/2013,482,2567
SUN - EVE, 5/19/2013,860,925
MON - MID, 5/20/2013,395,2575
MON - EVE, 5/20/2013,562,4746
TUE - MID, 5/21/2013,465,494
TUE - EVE, 5/21/2013,738,2699
WED - MID, 5/22/2013,106,1128
WED - EVE, 5/22/2013,426,2197
THU - MID, 5/23/2013,921,5396
THU - EVE, 5/23/2013,217,1654
FRI - MID, 5/24/2013,902,784
FRI - EVE, 5/24/2013,708,9523
SAT - MID, 5/25/2013,435,7592
SAT - EVE, 5/25/2013,61,2581
SUN - MID, 5/26/2013,781,5169
SUN - EVE, 5/26/2013,492,849
MON - MID, 5/27/2013,601,7123
MON - EVE, 5/27/2013,22,9117
TUE - MID, 5/28/2013,568,5799
TUE - EVE, 5/28/2013,931,2564
WED - MID, 5/29/2013,768,763
WED - EVE, 5/29/2013,416,3801
THU - MID, 5/30/2013,676,2346
THU - EVE, 5/30/2013,52,4043
FRI - MID, 5/31/2013,982,3891
FRI - EVE, 5/31/2013,513,3332
SAT - MID, 6/1/2013,372,2238
SAT - EVE, 6/1/2013,600,5472
SUN - MID, 6/2/2013,702,4152
SUN - EVE, 6/2/2013,661,4957
MON - MID, 6/3/2013,676,7440
MON - EVE, 6/3/2013,430,2523
TUE - MID, 6/4/2013,383,4679
TUE - EVE, 6/4/2013,557,4119
WED - MID, 6/5/2013,975,4236
WED - EVE, 6/5/2013,920,2353
THU - MID, 6/6/2013,819,6134
THU - EVE, 6/6/2013,570,7815
FRI - MID, 6/7/2013,738,7151
FRI - EVE, 6/7/2013,968,6249
SAT - MID, 6/8/2013,726,6259
SAT - EVE, 6/8/2013,3,3194
SUN - MID, 6/9/2013,814,5570
SUN - EVE, 6/9/2013,444,5349
MON - MID, 6/10/2013,190,8451
MON - EVE, 6/10/2013,285,6671
TUE - MID, 6/11/2013,46,8390
TUE - EVE, 6/11/2013,244,9873
WED - MID, 6/12/2013,405,6540
WED - EVE, 6/12/2013,883,5162
THU - MID, 6/13/2013,738,2490
THU - EVE, 6/13/2013,547,9361
FRI - MID, 6/14/2013,795,8605
FRI - EVE, 6/14/2013,264,2735
SAT - MID, 6/15/2013,99,5462
SAT - EVE, 6/15/2013,535,426
SUN - MID, 6/16/2013,288,2522
SUN - EVE, 6/16/2013,2,3526
MON - MID, 6/17/2013,206,986
MON - EVE, 6/17/2013,127,1509
TUE - MID, 6/18/2013,420,538
TUE - EVE, 6/18/2013,58,1330
WED - MID, 6/19/2013,771,2884
WED - EVE, 6/19/2013,412,4670
THU - MID, 6/20/2013,691,5294
THU - EVE, 6/20/2013,249,6692
FRI - MID, 6/21/2013,122,6912
FRI - EVE, 6/21/2013,880,4634
SAT - MID, 6/22/2013,748,661
SAT - EVE, 6/22/2013,876,8683
SUN - MID, 6/23/2013,906,7791
SUN - EVE, 6/23/2013,494,7970
MON - MID, 6/24/2013,621,2619
MON - EVE, 6/24/2013,383,4351
TUE - MID, 6/25/2013,785,4053
TUE - EVE, 6/25/2013,624,8887
WED - MID, 6/26/2013,647,3196
WED - EVE, 6/26/2013,897,3120
THU - MID, 6/27/2013,117,1469
THU - EVE, 6/27/2013,559,9292
FRI - MID, 6/28/2013,367,328
FRI - EVE, 6/28/2013,599,1785
SAT - MID, 6/29/2013,678,6467
SAT - EVE, 6/29/2013,223,1801
SUN - MID, 6/30/2013,517,681
SUN - EVE, 6/30/2013,103,6706
MON - MID, 7/1/2013,330,6189
MON - EVE, 7/1/2013,612,3300
TUE - MID, 7/2/2013,630,2114
TUE - EVE, 7/2/2013,572,8313
WED - MID, 7/3/2013,654,3333
WED - EVE, 7/3/2013,998,9599
THU - MID, 7/4/2013,342,4436
THU - EVE, 7/4/2013,312,7911
FRI - MID, 7/5/2013,273,3689
FRI - EVE, 7/5/2013,75,1310
SAT - MID, 7/6/2013,17,5601
SAT - EVE, 7/6/2013,202,515
SUN - MID, 7/7/2013,261,6652
SUN - EVE, 7/7/2013,267,7527
MON - MID, 7/8/2013,382,8807
MON - EVE, 7/8/2013,700,6442
TUE - MID, 7/9/2013,430,767
TUE - EVE, 7/9/2013,688,9797
WED - MID, 7/10/2013,850,3493
WED - EVE, 7/10/2013,728,5356
THU - MID, 7/11/2013,439,8895
THU - EVE, 7/11/2013,418,435
FRI - MID, 7/12/2013,994,2051
FRI - EVE, 7/12/2013,852,4622
SAT - MID, 7/13/2013,120,401
SAT - EVE, 7/13/2013,862,3953
SUN - MID, 7/14/2013,845,4279
SUN - EVE, 7/14/2013,283,8234
MON - MID, 7/15/2013,665,7628
MON - EVE, 7/15/2013,477,6946
TUE - MID, 7/16/2013,87,701
TUE - EVE, 7/16/2013,363,1841
WED - MID, 7/17/2013,672,3616
WED - EVE, 7/17/2013,397,1634
THU - MID, 7/18/2013,89,7435
THU - EVE, 7/18/2013,627,4972
FRI - MID, 7/19/2013,483,8304
FRI - EVE, 7/19/2013,460,7330
SAT - MID, 7/20/2013,661,7898
SAT - EVE, 7/20/2013,747,9372
SUN - MID, 7/21/2013,828,2100
SUN - EVE, 7/21/2013,587,2129
MON - MID, 7/22/2013,282,275
MON - EVE, 7/22/2013,57,602
TUE - MID, 7/23/2013,460,9454
TUE - EVE, 7/23/2013,69,3265
WED - MID, 7/24/2013,818,8726
WED - EVE, 7/24/2013,746,8722
THU - MID, 7/25/2013,324,785
THU - EVE, 7/25/2013,349,4858
FRI - MID, 7/26/2013,453,1936
FRI - EVE, 7/26/2013,527,1364
SAT - MID, 7/27/2013,126,808
SAT - EVE, 7/27/2013,197,2643
SUN - MID, 7/28/2013,106,8282
SUN - EVE, 7/28/2013,618,5638
MON - MID, 7/29/2013,350,1256
MON - EVE, 7/29/2013,926,6869
TUE - MID, 7/30/2013,58,8397
TUE - EVE, 7/30/2013,305,1703
WED - MID, 7/31/2013,835,6445
WED - EVE, 7/31/2013,268,3985
THU - MID, 8/1/2013,1,7276
THU - EVE, 8/1/2013,504,3526
FRI - MID, 8/2/2013,219,8266
FRI - EVE, 8/2/2013,868,9774
SAT - MID, 8/3/2013,928,1258
SAT - EVE, 8/3/2013,636,7690
SUN - MID, 8/4/2013,331,6309
SUN - EVE, 8/4/2013,726,5948
MON - MID, 8/5/2013,505,9632
MON - EVE, 8/5/2013,29,2641
TUE - MID, 8/6/2013,396,5858
TUE - EVE, 8/6/2013,632,6295
WED - MID, 8/7/2013,534,8534
WED - EVE, 8/7/2013,738,4815
THU - MID, 8/8/2013,571,9867
THU - EVE, 8/8/2013,727,249
FRI - MID, 8/9/2013,530,1880
FRI - EVE, 8/9/2013,852,1697
SAT - MID, 8/10/2013,556,2490
SAT - EVE, 8/10/2013,114,7738
SUN - MID, 8/11/2013,609,1622
SUN - EVE, 8/11/2013,835,839
MON - MID, 8/12/2013,32,1582
MON - EVE, 8/12/2013,23,1354
TUE - MID, 8/13/2013,570,9813
TUE - EVE, 8/13/2013,988,5076
WED - MID, 8/14/2013,10,6507
WED - EVE, 8/14/2013,59,6710
THU - MID, 8/15/2013,26,915
THU - EVE, 8/15/2013,942,7996
FRI - MID, 8/16/2013,476,2723
FRI - EVE, 8/16/2013,406,5037
SAT - MID, 8/17/2013,673,6738
SAT - EVE, 8/17/2013,460,5348
SUN - MID, 8/18/2013,860,576
SUN - EVE, 8/18/2013,987,4470
MON - MID, 8/19/2013,10,4359
MON - EVE, 8/19/2013,561,2512
TUE - MID, 8/20/2013,820,6489
TUE - EVE, 8/20/2013,975,4571
WED - MID, 8/21/2013,552,3259
WED - EVE, 8/21/2013,175,300
THU - MID, 8/22/2013,244,9425
THU - EVE, 8/22/2013,124,1862
FRI - MID, 8/23/2013,825,6879
FRI - EVE, 8/23/2013,404,9267
SAT - MID, 8/24/2013,180,6870
SAT - EVE, 8/24/2013,887,7868
SUN - MID, 8/25/2013,472,2650
SUN - EVE, 8/25/2013,440,3023
MON - MID, 8/26/2013,62,934
MON - EVE, 8/26/2013,129,5040
TUE - MID, 8/27/2013,406,6333
TUE - EVE, 8/27/2013,657,658
WED - MID, 8/28/2013,604,7913
WED - EVE, 8/28/2013,390,4137
THU - MID, 8/29/2013,585,4268
THU - EVE, 8/29/2013,589,7292
FRI - MID, 8/30/2013,516,1673
FRI - EVE, 8/30/2013,703,4406
SAT - MID, 8/31/2013,514,1711
SAT - EVE, 8/31/2013,928,4745
SUN - MID, 9/1/2013,653,1335
SUN - EVE, 9/1/2013,423,9663
MON - MID, 9/2/2013,669,9202
MON - EVE, 9/2/2013,374,6442
TUE - MID, 9/3/2013,833,3486
TUE - EVE, 9/3/2013,95,2136
WED - MID, 9/4/2013,469,3663
WED - EVE, 9/4/2013,129,4599
THU - MID, 9/5/2013,749,8947
THU - EVE, 9/5/2013,954,5395
FRI - MID, 9/6/2013,616,4098
FRI - EVE, 9/6/2013,659,1351
SAT - MID, 9/7/2013,753,1127
SAT - EVE, 9/7/2013,327,8738
SUN - MID, 9/8/2013,736,2820
SUN - EVE, 9/8/2013,922,7352
MON - MID, 9/9/2013,646,5787
MON - EVE, 9/9/2013,753,7946
TUE - MID, 9/10/2013,728,5481
TUE - EVE, 9/10/2013,528,7617
WED - MID, 9/11/2013,679,7746
WED - EVE, 9/11/2013,203,6421
THU - MID, 9/12/2013,106,6905
THU - EVE, 9/12/2013,498,7764
FRI - MID, 9/13/2013,660,7358
FRI - EVE, 9/13/2013,769,9932
SAT - MID, 9/14/2013,718,9891
SAT - EVE, 9/14/2013,726,1001
SUN - MID, 9/15/2013,658,5553
SUN - EVE, 9/15/2013,783,2926
MON - MID, 9/16/2013,911,8214
MON - EVE, 9/16/2013,992,1732
TUE - MID, 9/17/2013,815,5432
TUE - EVE, 9/17/2013,192,7949
WED - MID, 9/18/2013,669,7245
WED - EVE, 9/18/2013,424,370
THU - MID, 9/19/2013,85,9086
THU - EVE, 9/19/2013,847,984
FRI - MID, 9/20/2013,127,9575
FRI - EVE, 9/20/2013,992,7545
SAT - MID, 9/21/2013,406,610
SAT - EVE, 9/21/2013,600,6901
SUN - MID, 9/22/2013,833,7465
SUN - EVE, 9/22/2013,237,8611
MON - MID, 9/23/2013,698,832
MON - EVE, 9/23/2013,682,8052
TUE - MID, 9/24/2013,880,5123
TUE - EVE, 9/24/2013,279,3462
WED - MID, 9/25/2013,59,955
WED - EVE, 9/25/2013,177,6371
THU - MID, 9/26/2013,29,4126
THU - EVE, 9/26/2013,773,5839
FRI - MID, 9/27/2013,717,8711
FRI - EVE, 9/27/2013,176,3253
SAT - MID, 9/28/2013,483,2605
SAT - EVE, 9/28/2013,657,4722
SUN - MID, 9/29/2013,405,7915
SUN - EVE, 9/29/2013,731,3710
MON - MID, 9/30/2013,930,695
MON - EVE, 9/30/2013,688,9512
TUE - MID, 10/1/2013,444,5545
TUE - EVE, 10/1/2013,101,6247
WED - MID, 10/2/2013,68,5072
WED - EVE, 10/2/2013,653,3074
THU - MID, 10/3/2013,378,8960
THU - EVE, 10/3/2013,877,9319
FRI - MID, 10/4/2013,386,5834
FRI - EVE, 10/4/2013,966,1242
SAT - MID, 10/5/2013,16,4129
SAT - EVE, 10/5/2013,622,684
SUN - MID, 10/6/2013,813,1066
SUN - EVE, 10/6/2013,372,1032
MON - MID, 10/7/2013,846,474
MON - EVE, 10/7/2013,779,9713
TUE - MID, 10/8/2013,503,5758
TUE - EVE, 10/8/2013,512,7673
WED - MID, 10/9/2013,991,2196
WED - EVE, 10/9/2013,667,3273
THU - MID, 10/10/2013,715,3603
THU - EVE, 10/10/2013,182,5874
FRI - MID, 10/11/2013,25,8479
FRI - EVE, 10/11/2013,433,9848
SAT - MID, 10/12/2013,123,6437
SAT - EVE, 10/12/2013,605,2773
SUN - MID, 10/13/2013,360,6425
SUN - EVE, 10/13/2013,229,3569
MON - MID, 10/14/2013,586,6103
MON - EVE, 10/14/2013,184,708
TUE - MID, 10/15/2013,895,2065
TUE - EVE, 10/15/2013,458,3512
WED - MID, 10/16/2013,50,1345
WED - EVE, 10/16/2013,131,6960
THU - MID, 10/17/2013,479,9054
THU - EVE, 10/17/2013,439,761
FRI - MID, 10/18/2013,334,9281
FRI - EVE, 10/18/2013,431,2904
SAT - MID, 10/19/2013,855,9245
SAT - EVE, 10/19/2013,743,6944
SUN - MID, 10/20/2013,173,8421
SUN - EVE, 10/20/2013,499,2067
MON - MID, 10/21/2013,473,8456
MON - EVE, 10/21/2013,177,532
TUE - MID, 10/22/2013,316,3471
TUE - EVE, 10/22/2013,548,7185
WED - MID, 10/23/2013,946,43
WED - EVE, 10/23/2013,255,8720
THU - MID, 10/24/2013,105,4800
THU - EVE, 10/24/2013,409,8718
FRI - MID, 10/25/2013,552,4559
FRI - EVE, 10/25/2013,864,1084
SAT - MID, 10/26/2013,524,7485
SAT - EVE, 10/26/2013,445,3144
SUN - MID, 10/27/2013,353,5587
SUN - EVE, 10/27/2013,249,554
MON - MID, 10/28/2013,635,4176
MON - EVE, 10/28/2013,261,7643
TUE - MID, 10/29/2013,144,3055
TUE - EVE, 10/29/2013,479,6968
WED - MID, 10/30/2013,122,7998
WED - EVE, 10/30/2013,758,9566
THU - MID, 10/31/2013,695,4394
THU - EVE, 10/31/2013,560,2689
FRI - MID, 11/1/2013,908,460
FRI - EVE, 11/1/2013,440,5488
SAT - MID, 11/2/2013,24,497
SAT - EVE, 11/2/2013,956,6332
SUN - MID, 11/3/2013,155,9308
SUN - EVE, 11/3/2013,421,4492
MON - MID, 11/4/2013,531,139
MON - EVE, 11/4/2013,221,112
TUE - MID, 11/5/2013,645,3730
TUE - EVE, 11/5/2013,282,5867
WED - MID, 11/6/2013,929,2461
WED - EVE, 11/6/2013,481,9764
THU - MID, 11/7/2013,224,2861
THU - EVE, 11/7/2013,341,6095
FRI - MID, 11/8/2013,782,7950
FRI - EVE, 11/8/2013,381,4467
SAT - MID, 11/9/2013,707,6069
SAT - EVE, 11/9/2013,461,9259
SUN - MID, 11/10/2013,879,320
SUN - EVE, 11/10/2013,486,5774
MON - MID, 11/11/2013,439,5800
MON - EVE, 11/11/2013,721,8771
TUE - MID, 11/12/2013,224,6191
TUE - EVE, 11/12/2013,480,775
WED - MID, 11/13/2013,378,6619
WED - EVE, 11/13/2013,812,2306
THU - MID, 11/14/2013,833,3189
THU - EVE, 11/14/2013,236,5272
FRI - MID, 11/15/2013,706,9437
FRI - EVE, 11/15/2013,745,2448
SAT - MID, 11/16/2013,405,9092
SAT - EVE, 11/16/2013,674,8518
SUN - MID, 11/17/2013,766,8905
SUN - EVE, 11/17/2013,303,9172
MON - MID, 11/18/2013,185,951
MON - EVE, 11/18/2013,652,307
TUE - MID, 11/19/2013,298,5880
TUE - EVE, 11/19/2013,671,2999
WED - MID, 11/20/2013,280,7270
WED - EVE, 11/20/2013,504,7940
THU - MID, 11/21/2013,725,6363
THU - EVE, 11/21/2013,602,2337
FRI - MID, 11/22/2013,190,4939
FRI - EVE, 11/22/2013,509,6298
SAT - MID, 11/23/2013,562,3687
SAT - EVE, 11/23/2013,835,6852
SUN - MID, 11/24/2013,597,9289
SUN - EVE, 11/24/2013,893,2761
MON - MID, 11/25/2013,619,5768
MON - EVE, 11/25/2013,207,5093
TUE - MID, 11/26/2013,208,2562
TUE - EVE, 11/26/2013,792,4235
WED - MID, 11/27/2013,411,1189
WED - EVE, 11/27/2013,952,5708
THU - MID, 11/28/2013,836,7942
THU - EVE, 11/28/2013,364,1105
